pandascore_id,competitions,high_school,depth_chart_position,player_id,birth_city,birth_state,years_exp,team_changed_at,birth_country,metadata,first_name,fantasy_positions,injury_status,active,fantasy_data_id,swish_id,injury_notes,injury_start_date,oddsjam_id,injury_body_part,hashtag,news_updated,status,search_last_name,weight,birth_date,depth_chart_order,search_rank,number,search_first_name,opta_id,rotoworld_id,age,practice_description,practice_participation,last_name,yahoo_id,team_abbr,espn_id,search_full_name,rotowire_id,college,sportradar_id,gsis_id,sport,position,full_name,stats_id,team,height
,[],Jackson Academy (MS),,13175,,,0.0,,,"{'channel_id': '1225943136610562048', 'rookie_year': '0'}",Kinkead,['QB'],,True,,,,,,,#kinkeaddent-NFL-JAX,,Active,dent,215,2000-07-27,,9999999.0,,kinkead,,,24.0,,,Dent,,,,kinkeaddent,,Tennessee-Martin,b1b21920-2b81-11f0-a7dc-b36f60eb4d60,,nfl,QB,Kinkead Dent,,JAX,76
,[],Plano Senior (TX),K,11533,,,2.0,,,"{'channel_id': '1113708850915078145', 'rookie_year': '2023'}",Brandon,['K'],Questionable,True,,1454349.0,Surgery,,872D94B3727D,Shoulder,#brandonaubrey-NFL-DAL-17,1741134040465.0,Active,aubrey,218,1995-03-14,1.0,172.0,17.0,brandon,,,30.0,,,Aubrey,,,,brandonaubrey,17649.0,Notre Dame,110e6fe0-1c34-11ee-8294-af17faac15de,,nfl,K,Brandon Aubrey,,DAL,75
,[],North Clayton,,2508,,,5.0,,,,Amarlo,['LB'],,False,16967.0,,,,,,#amarloherrera-NFL-FA-56,,Inactive,herrera,249,1991-09-20,,9999999.0,56.0,amarlo,,,28.0,,,Herrera,28595.0,,2578542.0,amarloherrera,10372.0,Georgia,faf5f854-73af-4ab9-8f19-95ea75431d45,,nfl,LB,Amarlo Herrera,,,"6'1"""
,[],Kimball Union (NH),,2199,,,8.0,,,{'channel_id': '1116852786479235072'},Kasim,"['DL', 'LB']",,True,16570.0,,,,,,#kasimedebali-NFL-FA-95,1572497732686.0,Inactive,edebali,253,1989-08-17,,9999999.0,95.0,kasim,,,32.0,,,Edebali,27923.0,,17141.0,kasimedebali,9378.0,Boston College,25a958c9-4035-43ad-8c9c-1309ea592e66,00-0031255,nfl,DE,Kasim Edebali,498200.0,,74
,[],,,2881,,,1.0,,,,Tyler,['WR'],,False,17349.0,,,,,,#tylerslavin-NFL-FA-13,,Inactive,slavin,215,1992-01-29,,9999999.0,13.0,tyler,,,26.0,,,Slavin,29002.0,,2516911.0,tylerslavin,10861.0,New Mexico Highlands,f02407dd-c6d9-4c88-885b-0fcf87fcbb33,,nfl,WR,Tyler Slavin,542556.0,,"6'2"""
,[],Silver Bluff (SC),RDE,2064,,,11.0,,,"{'channel_id': '1113708852156592128', 'rookie_year': '2014'}",DeMarcus,['DL'],Questionable,True,16366.0,651780.0,Sprain,,4306CF8AB318,Foot,#demarcuslawrence-NFL-SEA-90,1741816216865.0,Active,lawrence,254,1992-04-28,1.0,547.0,90.0,demarcus,,9633.0,33.0,,,Lawrence,27562.0,,16802.0,demarcuslawrence,9344.0,Boise State,3e3bd10a-6462-47f8-8938-42518781d060,00-0031411,nfl,DE,DeMarcus Lawrence,,SEA,75
,[],Haltom (TX),,1284,,,8.0,,,,Lance,['RB'],,False,14731.0,,,,,,#lancedunbar-NFL-FA-25,1520632201229.0,Inactive,dunbar,187,1990-01-25,,9999999.0,25.0,lance,,7798.0,30.0,,,Dunbar,26064.0,,15369.0,lancedunbar,8086.0,North Texas,9f0f0495-b5b8-45c2-866b-02d9f96087f7,,nfl,RB,Lance Dunbar,468901.0,,"5'8"""
,[],North Shore (TX),,2801,,,7.0,,,{'channel_id': '1116852821904326656'},DeAndrew,['WR'],Questionable,True,17269.0,,,,,Undisclosed,#deandrewwhite-NFL-FA-18,1598920530064.0,Inactive,white,195,1991-10-16,,9999999.0,18.0,deandrew,,,30.0,,,White,28800.0,,2515962.0,deandrewwhite,10243.0,Alabama,e0abf267-f265-4682-9bb7-72bbcefda451,00-0031511,nfl,WR,DeAndrew White,557177.0,,72
,[],Carolina (SC),,4501,,,5.0,,,{'channel_id': '1116852977559142400'},Devaroe,['DL'],,True,19373.0,835146.0,,,,,#devaroelawrence-NFL-FA-0,1627877117922.0,Active,lawrence,294,1992-10-13,,1257.0,0.0,devaroe,,,29.0,,,Lawrence,30412.0,,3121581.0,devaroelawrence,12173.0,Auburn,87c4b182-e4bc-4f35-97ec-8537a2665875,00-0033501,nfl,DT,Devaroe Lawrence,,,74
,[],Miami Northwestern (FL),,5852,,,3.0,,,{'channel_id': '1116853171138854912'},DeAndre,['DB'],,True,21020.0,880521.0,,,,,#deandrebaker-NFL-FA-30,1660181717555.0,Active,baker,186,1997-09-04,,9999999.0,30.0,deandre,,,24.0,,,Baker,31862.0,,3915163.0,deandrebaker,13475.0,Georgia,02d1b3c3-f292-4174-89fa-9ecc6286adb0, 00-0035684,nfl,CB,DeAndre Baker,,,71
,[],,,1073,,,3.0,,,,Taylor,['TE'],,False,13881.0,,,,,,#taylorthompson-NFL-FA-84,,Inactive,thompson,268,1989-10-19,,9999999.0,84.0,taylor,,,27.0,,,Thompson,,,15067.0,taylorthompson,,SMU,c2c65162-07df-48fb-93ce-86f340afb688,,nfl,TE,Taylor Thompson,460898.0,,"6'6"""
,[],Muir (CA),RCB,3374,,,9.0,,,"{'channel_id': '1116852856238899200', 'rookie_year': '2016'}",Kevon,['DB'],,True,18135.0,691066.0,,,0B131E4B26AA,,#kevonseymour-NFL-WAS-38,1741821916913.0,Active,seymour,185,1993-11-30,3.0,9999999.0,38.0,kevon,,,31.0,,,Seymour,29452.0,,2971603.0,kevonseymour,11170.0,USC,e431a42b-5abe-49de-9c8c-f143f393591c,00-0032942,nfl,CB,Kevon Seymour,691066.0,WAS,72
,[],Neville (LA),,8012,,,1.0,,,{'channel_id': '1116853451070898176'},Corey,['DB'],,True,,1067387.0,,,,,#coreystraughter-NFL-FA-0,,Active,straughter,183,1998-10-16,,,0.0,corey,,,23.0,,,Straughter,,,,coreystraughter,15702.0,Louisiana-Monroe,a01a9064-c0c3-4f3e-8753-89f5859879f9,,nfl,CB,Corey Straughter,,,70
,[],Garfield Heights (OH),,7918,,,1.0,,,{'channel_id': '1116853435631665152'},A.J.,['RB'],,True,,920059.0,,,,,#ajrose-NFL-FA-24,1661021115529.0,Active,rose,212,1997-10-14,,311.0,24.0,aj,,,24.0,,,Rose,,,,ajrose,15350.0,Kentucky,aa9c3e2b-711b-44ed-9cb3-0fbed3f2fead,,nfl,RB,A.J. Rose,,,73
,[],John F. Kennedy (CO),,777,,,15.0,,,,Erik,['OL'],,False,12610.0,,,,,,#erikpears-NFL-FA-71,,Inactive,pears,316,1982-06-25,,9999999.0,71.0,erik,,,38.0,,,Pears,7588.0,,9399.0,erikpears,7124.0,Colorado State,dc310df5-3ada-4b4f-8f79-2db2cc603ff8,,nfl,T,Erik Pears,,,"6'8"""
,[],Saint Joseph Regional (NJ),,5428,,,4.0,,,{'channel_id': '1116853100703907840'},Ricky,['WR'],,True,20526.0,,,,,,#rickyjeune-NFL-FA-2,1535476203701.0,Active,jeune,212,1993-12-03,,9999999.0,2.0,ricky,,,28.0,,,Jeune,31388.0,,3055908.0,rickyjeune,13096.0,Georgia Tech,e5395ca3-47d0-403b-84f5-41bfeba78e67,,nfl,WR,Ricky Jeune,748570.0,,75
,[],Owasso (OK),,1982,,,8.0,,,{'channel_id': '1116852771618816000'},Aaron,['DB'],,True,16249.0,,,,,,#aaroncolvin-NFL-FA-34,1599351058114.0,Active,colvin,191,1991-10-02,,9999999.0,34.0,aaron,,9348.0,30.0,,,Colvin,27642.0,,16900.0,aaroncolvin,9337.0,Oklahoma,76c630cf-0fd3-4210-a73d-9347da9d9d66,00-0031259,nfl,CB,Aaron Colvin,542873.0,,72
,[],Avon Old Farms (CT),,12376,,,1.0,,,"{'channel_id': '1116852724273512448', 'rookie_year': '2024'}",Marquis,['DB'],,True,,,,,,,#marquiswilson-NFL-FA,,Active,wilson,185,,,9999999.0,,marquis,,,,,,Wilson,,,,marquiswilson,,Purdue,07923890-0e3a-11ef-9a4a-c565d3259077,,nfl,DB,Marquis Wilson,,,71
,[],Washington (IL),,7882,,,1.0,,,{'channel_id': '1116853428480376832'},Christian,['DB'],,True,,943834.0,,,,,#christianuphoff-NFL-FA-0,,Active,uphoff,195,1998-01-22,,,0.0,christian,,,23.0,,,Uphoff,,,,christianuphoff,15476.0,Illinois State,2b02fad4-574c-4a40-ab7d-43aca2142b66,,nfl,DB,Christian Uphoff,,,75
,[],Dowling Catholic (IA),RILB,8733,,,3.0,,,"{'channel_id': '1113708701300060160', 'rookie_year': '2022'}",Jake,['LB'],,True,,1058624.0,,,6592B272CCBB,,#jakehummel-NFL-BAL-35,1741844718889.0,Active,hummel,235,1999-01-04,1.0,9999999.0,35.0,jake,,,26.0,,,Hummel,,,,jakehummel,16270.0,Iowa State,0c7ceb00-d207-11ec-ab20-b37737d70cc4,,nfl,LB,Jake Hummel,,BAL,73
,[],Boyertown Area Senior (PA),,11522,,,1.0,,,{'channel_id': '1116852698889584640'},Jerome,['WR'],,True,,1448292.0,,,,,#jeromekapp-NFL-FA-31,1693334405078.0,Active,kapp,210,1999-04-07,,622.0,31.0,jerome,,,24.0,,,Kapp,,,,jeromekapp,17644.0,Kutztown,64c0ef00-fa65-11ed-b161-c5ef733b4e80,,nfl,WR,Jerome Kapp,,,75
,[],High Point Regional (NJ),,2474,,,8.0,,,{'channel_id': '1116852808646131712'},Nick,['TE'],,True,16931.0,608753.0,,,,,#nickboyle-NFL-FA-86,1673388617497.0,Active,boyle,261,1993-02-17,,9999999.0,86.0,nick,,10547.0,29.0,,,Boyle,28559.0,,2574591.0,nickboyle,10252.0,Delaware,9480dd9f-151f-4e6d-b5a3-35f07bda4cac,00-0031598,nfl,TE,Nick Boyle,608753.0,,76
,[],Fayetteville (AR),,8852,,,0.0,,,"{'channel_id': '1116853538769600512', 'rookie_year': ''}",Ty,['OL'],,True,,1060719.0,,,,,#tyclary-NFL-FA-0,,Active,clary,299,1999-05-07,,9999999.0,0.0,ty,,,25.0,,,Clary,,,,tyclary,,Arkansas,c22d7080-d3b2-11ec-96a0-c3471a31202c,,nfl,OL,Ty Clary,,,76
,[],Long Beach Polytechnic (CA),RB,8809,,,3.0,,,"{'channel_id': '1113708820732866560', 'rookie_year': '2022'}",Aaron,['RB'],,True,,1051044.0,,,8C27E3A10D7A,,#aaronshampklin-NFL-PIT-33,1736891706315.0,Active,shampklin,195,1999-10-18,,9999999.0,33.0,aaron,,,25.0,,,Shampklin,,,,aaronshampklin,16367.0,Harvard,c09be300-d30d-11ec-8b77-45b1765fd110,,nfl,RB,Aaron Shampklin,,PIT,70
,[],Travis (TX),SWR,9487,,,2.0,,,"{'channel_id': '1113708892983947264', 'rookie_year': '2023'}",Parker,['WR'],,True,,1229074.0,,,6C394246A6D8,,#parkerwashington-NFL-JAX-11,1736200206659.0,Active,washington,204,2002-03-21,3.0,676.0,11.0,parker,,,23.0,,,Washington,,,,parkerwashington,16690.0,Penn State,c05863ec-3414-4ae6-a8d2-830aed99b6d3,,nfl,WR,Parker Washington,,JAX,70
,[],New Castle (PA),FS,6923,,,5.0,,,"{'channel_id': '1113708806937800704', 'rookie_year': '2020'}",Geno,['DB'],,True,21931.0,1059222.0,,,403AA74AF980,,#genostone-NFL-CIN-22,1736448939319.0,Active,stone,210,1999-04-19,1.0,610.0,22.0,geno,,,26.0,,,Stone,32889.0,,4240575.0,genostone,14474.0,Iowa,95f3b8ac-e10f-4f0d-8650-b464b37ded86,,nfl,DB,Geno Stone,,CIN,71
,[],Tivy (TX),,1907,,,6.0,,,,Johnny,['QB'],,False,16135.0,,,,,,#johnnymanziel-NFL-FA-2,1552834853016.0,Inactive,manziel,210,1992-12-06,,9999999.0,2.0,johnny,,9271.0,27.0,,,Manziel,27550.0,,16736.0,johnnymanziel,9246.0,Texas A&M,7ebbfdef-1185-4896-a323-e6d5669a8345,,nfl,QB,Johnny Manziel,593578.0,,"6'0"""
,[],Xaverian Brothers (MA),,7325,,,5.0,,,"{'channel_id': '1116853369403604992', 'rookie_year': '2020'}",Joe,['DL'],,True,22317.0,880210.0,,,4F578D605AAF,,#joegaziano-NFL-FA-97,1733248229358.0,Active,gaziano,275,1996-09-27,,9999999.0,97.0,joe,,,28.0,,,Gaziano,32982.0,,3915990.0,joegaziano,15065.0,Northwestern,bab100c6-1a6c-4411-9286-f719244f5d35,,nfl,DE,Joe Gaziano,,,76
,[],Cedar Hill (TX),,8716,,,1.0,,,{'channel_id': '1116853519173812224'},Jarrid,['OL'],,True,,877900.0,,,,,#jarridwilliams-NFL-FA-76,1691094646911.0,Active,williams,308,1997-07-02,,9999999.0,76.0,jarrid,,,26.0,,,Williams,,,,jarridwilliams,16329.0,Miami (FL),120caef0-ce1c-11ec-bebb-4fec1e38b0e5,,nfl,OL,Jarrid Williams,,,78
,[],DeMatha Catholic,,6648,,,3.0,,,{'channel_id': '1116853286427688960'},Brock,['OL'],,True,21539.0,,,,,,#brockruble-NFL-FA-72,,Active,ruble,325,1996-01-07,,9999999.0,72.0,brock,,,26.0,,,Ruble,32485.0,,3122934.0,brockruble,14291.0,Toledo,89fc014a-7d41-40c9-90d1-1459286813e2, 00-0035477,nfl,OT,Brock Ruble,,,80
,[],Horn (TX),,3342,,,8.0,,,"{'channel_id': '1116852852942176256', 'rookie_year': '2016'}",Jakeem,['WR'],,True,18103.0,605325.0,,,2CDE42756969,,#jakeemgrant-NFL-FA-84,1734242151808.0,Active,grant,172,1992-10-30,,662.0,84.0,jakeem,,11475.0,32.0,,,Grant,29420.0,,2577641.0,jakeemgrant,10990.0,Texas Tech,5de11f0b-8da9-42ba-9a93-db7f0a58543b,00-0032791,nfl,WR,Jakeem Grant,605325.0,,67
,[],Cheraw (SC),,1684,,,9.0,,,{'channel_id': '1116852755042926592'},Jaron,['WR'],,True,15509.0,,,,,,#jaronbrown-NFL-FA-18,1602620149319.0,Active,brown,205,1990-01-08,,763.0,18.0,jaron,,8869.0,32.0,,,Brown,27074.0,,16172.0,jaronbrown,9046.0,Clemson,51952c7b-11c5-4229-baf9-08d4694cc2ad,00-0030300,nfl,WR,Jaron Brown,463514.0,,75
,[],Riverside (WI),FS,3268,,,9.0,,,"{'channel_id': '1113708783088988160', 'rookie_year': '2016'}",Eric,['DB'],,True,18029.0,651636.0,,,DFF0CE83247F,,#ericmurray-NFL-JAX-29,1741674361581.0,Active,murray,199,1994-01-07,3.0,9999999.0,29.0,eric,,,31.0,,,Murray,29340.0,,2970716.0,ericmurray,11141.0,Minnesota,16e4ffec-959d-4210-8702-36c0bf20dda5,00-0033038,nfl,DB,Eric Murray,,JAX,71
,[],Huntsville (AL),,4449,,,8.0,,,"{'channel_id': '1113708756631318529', 'rookie_year': '2017'}",Nicholas,['LB'],,True,19310.0,1050219.0,,,DB8EDD57A8EC,,#nicholasmorrow-NFL-FA-43,1735865416050.0,Active,morrow,216,1995-07-10,,500.0,43.0,nicholas,,,29.0,,,Morrow,30633.0,,4232830.0,nicholasmorrow,12428.0,Greenville,7c1a8ecd-e3e5-4123-b89f-36e58b99126f,00-0033445,nfl,LB,Nicholas Morrow,,,72
,[],Paul Laurence Dunbar (MD),,11072,,,1.0,,,"{'channel_id': '1116852648922841088', 'rookie_year': '2023'}",Joshua,['DL'],,True,,1334826.0,,,C7E7375D12FB,,#joshuapryor-NFL-FA-47,1700343030178.0,Active,pryor,280,1999-10-25,,9999999.0,47.0,joshua,,,24.0,,,Pryor,,,,joshuapryor,17615.0,Bowie State,fa4e3720-e760-11ed-a510-95de71e69612,,nfl,DL,Joshua Pryor,,,76
,[],Juanita (WA),RB,6918,,,5.0,,,"{'channel_id': '1113708735169064960', 'rookie_year': '2020'}",Salvon,['RB'],,True,21843.0,1049246.0,,,998715B4D91F,,#salvonahmed-NFL-IND-36,1736268911397.0,Active,ahmed,196,1998-12-30,4.0,9999999.0,36.0,salvon,,,26.0,,,Ahmed,33265.0,,4243315.0,salvonahmed,14453.0,Washington,0dbbd211-0372-4751-9751-e4df4ab1f8eb,,nfl,RB,Salvon Ahmed,,IND,71
,[],Don Bosco Prep (NJ),,6137,,,6.0,,,"{'channel_id': '1113708766848643072', 'rookie_year': '2019'}",Tommy,['TE'],Out,True,20957.0,836094.0,,,BAB992EBEF7A,Undisclosed,#tommysweeney-NFL-FA-87,1729806320462.0,Active,sweeney,255,1995-07-01,,9999999.0,87.0,tommy,,,29.0,,,Sweeney,32060.0,,3122818.0,tommysweeney,13667.0,Boston College,ec63ee49-3a03-44ca-a083-3916f0bccd76, 00-0035308,nfl,TE,Tommy Sweeney,836094.0,,77
,[],South Mecklenburg (NC),,12784,,,0.0,,,"{'channel_id': '1222062624800247808', 'rookie_year': '0'}",Jason,['OL'],,True,,,,,,,#jasonivey-NFL-CLE,,Active,ivey,285,,,9999999.0,,jason,,,,,,Ivey,,,,jasonivey,,North Carolina A&T,692c0a10-2313-11f0-8b96-b1b768d28795,,nfl,OL,Jason Ivey,,CLE,77
,[],Hardaway (GA),LDE,12602,,,0.0,,,"{'channel_id': '1221352992523952128', 'rookie_year': '0', 'source_id': '54326870-84a6-11ec-a2e6-affc80bcd2fc'}",Mykel,['DL'],,True,,,,,8E27972C8FB706B4,,#mykelwilliams-NFL-SF,1745544639440.0,Active,williams,260,2004-06-29,1.0,9999999.0,,mykel,,,20.0,,,Williams,,,,mykelwilliams,18584.0,Georgia,b53b3aa5-5ef4-4d54-a4f1-8be678e980d2,,nfl,DL,Mykel Williams,,SF,77
,[],Bartram Trail (FL),,11340,,,2.0,,,"{'channel_id': '1116852678471712768', 'rookie_year': '2023'}",Brad,['OL'],,True,,1124148.0,,,,,#bradcecil-NFL-FA,,Active,cecil,300,1999-12-29,,9999999.0,,brad,,,25.0,,,Cecil,,,,bradcecil,,South Florida,c242e360-ec6c-11ed-9b1c-797c54fc9d07,,nfl,OL,Brad Cecil,,,76
,[],St. Anne's-Belfield (VA),OL,5668,,,7.0,,,"{'channel_id': '1113708675920326656', 'rookie_year': '2018'}",Aaron,"['OG', 'OL']",,True,20379.0,750486.0,,,15D6D87D37FB,,#aaronstinnie-NFL-NYG-64,1743032417495.0,Active,stinnie,312,1994-02-18,,9999999.0,64.0,aaron,,,31.0,,,Stinnie,31619.0,,3049339.0,aaronstinnie,13303.0,James Madison,5fd40b6b-d81a-4a4e-a394-53ed7e58511f,00-0034668,nfl,G,Aaron Stinnie,,NYG,75
,[],Cabell Midland (WV),DB,13132,,,0.0,,,"{'channel_id': '1223497110247190528', 'rookie_year': '0'}",J.J.,['DB'],,True,,,,,,,#jjroberts-NFL-TB,,Active,roberts,184,,,9999999.0,,jj,,,,,,Roberts,,,,jjroberts,,Marshall,266a09c0-262e-11f0-9779-dd9f3cf183b7,,nfl,DB,J.J. Roberts,,TB,71
,[],North Davidson,,3561,,,6.0,,,{'channel_id': '1116852875503337472'},Bryce,['TE'],,True,18334.0,,,,,,#brycewilliams-NFL-FA-80,1523486701657.0,Active,williams,258,1993-02-24,,9999999.0,80.0,bryce,,,28.0,,,Williams,29879.0,,2981998.0,brycewilliams,10946.0,East Carolina,a204547e-ecd3-4116-909a-ce823caa9067,00-0032583,nfl,TE,Bryce Williams,609814.0,,78
,[],,,832,,,3.0,,,,Ryan,['WR'],,False,12857.0,,,,,,#ryanwhalen-NFL-FA-81,,Inactive,whalen,202,1989-07-26,,9999999.0,81.0,ryan,,,29.0,,,Whalen,24954.0,,14131.0,ryanwhalen,7411.0,Stanford,4a99b4bf-e03e-4253-8b9b-c070ef796daf,,nfl,WR,Ryan Whalen,,,"6'1"""
,[],Duncanville (TX),OL,12586,,,0.0,,,"{'channel_id': '1221987078728855552', 'rookie_year': '0', 'source_id': 'cfa4c670-8f54-11ec-9f33-1965c9c46e44'}",Cameron,['OL'],,True,,,,,E4D4B612B4AACB3B,,#cameronwilliams-NFL-PHI-73,1745702136125.0,Active,williams,317,2003-10-16,,9999999.0,73.0,cameron,,,21.0,,,Williams,,,,cameronwilliams,18504.0,Texas,8b7504e3-c5ce-4e91-90d1-2bd8e975c5ed,,nfl,OL,Cameron Williams,,PHI,77
,[],,,6751,,,0.0,,,,Duplicate,,,False,21668.0,,,,,,#duplicateplayer-NFL-FA-0,,Inactive,player,,,,9999999.0,0.0,duplicate,,12292.0,,,,Player,,,,duplicateplayer,,,,,nfl,,Duplicate Player,820437.0,,
,[],San Clemente (CA),,3356,,,6.0,,,{'channel_id': '1116852854489874432'},Kyle,"['OL', 'OT']",,True,18117.0,691007.0,,,,,#kylemurphy-NFL-NO-79,1640054416821.0,Active,murphy,305,1993-12-11,,9999999.0,79.0,kyle,,,28.0,,,Murphy,29434.0,,2978275.0,kylemurphy,11140.0,Stanford,cce52ea1-7e17-4992-8911-e6b07b7b3831,00-0032433,nfl,OT,Kyle Murphy,,NO,78
,[],Foster (TX),LWR,6786,,,5.0,,,"{'channel_id': '1113708855537201152', 'rookie_year': '2020'}",CeeDee,['WR'],,True,21679.0,1062020.0,,,85450367222D,,#ceedeelamb-NFL-DAL-88,1741117239252.0,Active,lamb,200,1999-04-08,1.0,5.0,88.0,ceedee,,,26.0,,,Lamb,32687.0,,4241389.0,ceedeelamb,14411.0,Oklahoma,a72ea15b-5199-4101-a300-846e1c655add,,nfl,WR,CeeDee Lamb,,DAL,74
,[],Monroe (GA),RWR,5038,,,7.0,,,"{'channel_id': '1113708771563040768', 'rookie_year': '2018'}",Michael,['WR'],,True,19867.0,912070.0,,,1E240D9C1957,,#michaelgallup-NFL-WAS-12,1742558435260.0,Active,gallup,205,1996-03-04,7.0,652.0,12.0,michael,,13149.0,29.0,,,Gallup,31051.0,,4036348.0,michaelgallup,12810.0,Colorado State,9e174ff2-ca0e-4e6b-96f7-90f0088f7edd,00-0034764,nfl,WR,Michael Gallup,912070.0,WAS,73
